#xor_srcip xor_dstip xor_prot xor_srcport xor_dstport flowcnt pktcnt
3690987950 3606333959 17 835 13917 5 5
2894904656 299216487 23 321 30691 6 6
1912392712 2081144620 6 60 55555 1 67
1991030490 2080921041 17 167 27174 1 1
216362110 1306229065 0 680 53111 4 4
2812573390 3920046386 0 133 24961 4 4
2894227921 2807596493 0 161 23029 4 43
2012577969 927378829 17 90 37073 5 5
2805246402 1318509034 23 195 19832 6 10
3578302897 955896835 6 933 64334 5 6
2894287137 1154671169 0 1120 53920 4 4
2808331261 2693794475 0 110 25864 4 10
2098778544 3444332612 17 166 11547 3 3
2098889024 1909601821 6 1504 59731 3 3
2894129962 2725031859 0 1102 8738 4 45
369900633 2693991858 23 32 3337 2 2
2061090029 3666394680 17 1142 21722 5 9
2747606051 143767365 0 114 15583 4 4
3223934901 1968039201 17 149 7119 5 5
3324689660 3231005693 6 89 34488 3 3
36060817 16079064 0 711 21319 4 4
3176337286 125753818 23 801 12096 4 4
3669894694 3544815444 6 479 3861 3 3
3516514640 1995120374 6 197 10463 3 3
2751918342 1087142861 23 120 9869 2 2
1989142596 1027608695 6 60 82 1 5
2037942899 1733799110 6 1407 4796 5 5
0 0 0 0 0 0 0
0 0 0 0 0 0 0
2064757462 2053568498 17 1297 22712 3 3
3516628704 2081112946 6 298 27559 3 3
3669895134 3524339213 6 60 1638 1 1
3715945472 977170494 6 582 88 5 10
3142461855 221657411 0 323 12725 2 23
196421773 2827584251 23 918 56296 6 183
2013960950 3344652696 6 934 56004 5 5
3616755804 3753966038 17 377 65390 3 6
2894196196 169247012 23 118 17196 4 4
2691088721 257438500 0 198 27657 2 2
3590000671 2081393504 17 66 11529 3 3
237196356 172241408 23 358 7201 4 4
1989143174 1934841883 6 71 1935 1 1
2833423286 1316355374 0 1382 26237 4 4
3457538489 1036888960 17 406 49802 5 207
2690964319 2860563432 23 436 41829 8 10
0 0 0 0 0 0 0
196474583 1272256891 23 178 29568 2 2
0 0 0 0 0 0 0
3516493322 1987605620 6 471 26403 3 3
3716071695 1002856046 6 1407 26569 3 3
0 0 0 0 0 0 0
53624238 3907509645 23 1062 46898 6 21
3660463245 806705191 17 281 207 3 3
2886984337 16143121 23 97 12223 2 2
3082266065 4173720997 0 1466 52254 10 20
2791629169 4026101523 0 1164 5944 2 2
175858599 241233621 23 442 43269 6 6
183478908 2827953756 23 350 51826 2 2
735 1337707286 0 1513 20507 4 11
2884891681 4024354310 23 467 14213 6 6
3669944944 2076433601 17 1479 63231 1 22
2065035068 813732043 6 313 62180 3 3
2098799770 2076297845 17 143 10024 1 1
3779948919 3832328087 23 90 45505 4 4
3516586505 1019626892 17 1432 36171 5 10
1730272739 3565663254 17 590 13601 3 22
438910374 3933422541 23 206 37419 4 4
2895091231 160905833 0 461 39881 4 4
2015223661 1904324100 17 93 28832 5 14
2894256421 2712445928 23 1409 1810 6 275
1912479264 1019707726 17 59 30075 3 3
2046032643 2650369144 6 1448 64088 7 8
265665846 2696121378 23 86 51560 4 4
237109915 189077973 0 394 57029 4 4
216415461 133640505 0 271 6498 4 4
265036385 1181271448 23 438 18722 4 4
2038118547 1019729417 6 60 4180 1 67
3780020680 2849146562 0 819 23912 2 2
3716139784 3679864045 17 74 8091 1 1
2012500049 1934702426 17 140 27185 3 3
110166514 168559354 23 121 210 6 6
3567749751 1007130848 17 1407 12251 5 5
69592 1239952885 0 775 1873 6 33
2691238852 2861768427 0 66 22058 6 15
3716134839 1027468082 17 60 6394 1 1
3532201381 2090345325 17 60 1439 3 3
146595374 2802610524 0 143 48462 4 20
3619062818 3446549847 17 985 43537 7 50
3658346356 2113110129 6 855 622 3 47
3617052439 1034606127 17 111 5453 3 3
1885398864 900498794 6 793 35007 3 3
3697390302 3496086926 17 236 13265 5 5
1912397524 2080941776 6 60 2875 1 1
50952394 1272072296 23 625 27109 6 6
1912485689 1934641781 17 241 24668 3 16
166097 1272065777 23 1269 24710 2 386
2983054286 2686463766 23 199 10255 6 6
130499 130754532 23 122 26757 2 2
2861431914 3763878587 23 7 25031 4 8
2065377228 3528715299 17 72 20941 3 4
58979394 2704409055 23 1426 32504 2 2
1983849149 911882303 6 1044 45034 3 12
2882632925 2706031718 23 125 42469 6 55
192512380 263089090 23 122 21504 4 23
3668972218 1897975022 6 12 63438 3 42
71176 2774518678 23 519 26144 4 4
3716126952 1940245067 6 62 4322 1 1
58328 2807973469 0 0 32377 2 2
2775891713 2941473301 23 1825 63428 6 49
3716083867 1029853237 17 1526 39628 5 277
3648000448 2337982146 6 153 24300 7 7
1966701394 2179649394 17 668 32356 9 9
1989090626 1994960038 6 83 34051 1 1
2812776049 1188902287 0 192 13852 4 6
216497903 4132492211 23 176 16126 4 4
58762583 257466171 23 752 24593 2 2
3198795055 27622053 23 188 57588 4 10
1973222882 1021182103 17 309 2368 3 3
2098770990 3535840635 6 63 58877 1 1
2894288990 1199350873 23 46 21705 2 2
3716090772 3543293044 6 134 27693 5 7
2098821213 2080902315 17 140 19698 1 1
2882744892 1190805053 0 356 3567 2 2
3780056407 2920861212 23 122 5226 2 2
3419479912 3221969844 17 3 64490 3 3
922597 133677353 23 92 39497 2 2
3365435406 628658955 6 1878 58869 9 28
2691073553 2827867278 0 476 63679 2 3
3390905008 1899927317 6 62 48157 3 3
3680070521 2081130864 17 491 25231 5 5
3956599349 3863806726 0 1451 34869 4 4
3580443316 1947461739 17 242 61382 3 4
128069417 2962198650 23 148 21318 4 4
2098876169 1881004227 6 30 45226 3 4
78827 2686396679 23 1341 12491 2 2
1965884128 3679789527 6 51 13324 3 3
1912526314 2081014569 17 74 12532 1 1
370019993 3811946320 23 1793 63423 6 26
0 0 0 0 0 0 0
824121898 3746398742 17 171 5668 7 7
2884934454 2859251405 23 1909 30220 4 80
1912375878 3613570295 17 1510 52261 3 3
2783511103 1093991350 23 40 11253 4 4
0 0 0 0 0 0 0
2037975971 2484502252 6 1120 57752 3 3
379700099 209701537 23 417 26479 2 2
426642518 2950168462 0 973 61955 4 185
2792332013 1190825426 23 166 39758 4 5
1912572636 3583679540 6 27 6469 3 3
3716085616 3369721287 6 795 6218 5 5
1991187476 2001586545 6 62 3556 1 1
0 0 0 0 0 0 0
3716148772 831565434 17 1018 58025 3 4
2894214072 2849118822 0 1493 20707 2 2
2098761718 2081149471 17 140 20742 1 1
2724342482 131402845 0 38 36844 2 2
3047146140 2690817377 0 1480 26120 6 7
2064976811 1027236877 17 76 6569 1 1
0 0 0 0 0 0 0
0 0 0 0 0 0 0
3716122226 1025423507 17 74 11336 1 1
196566446 184494557 0 1522 605 2 203
3658392138 2422472854 17 134 38567 7 7
2712076520 189101391 0 115 16123 2 185
3511804428 2435018224 17 141 25739 3 3
2094466622 3664473986 6 191 21371 3 3
3716119386 979577458 6 124 6784 1 1
92026635 68273663 23 1229 28169 4 4
119334393 151269026 0 273 33925 4 4
2098901313 818969541 17 74 9642 3 4
3683854749 1897721132 6 1494 40650 3 617
1912518459 1025476274 17 76 15750 1 1
379615206 2888009093 23 924 25324 4 4
3741151109 1027199214 17 79 58744 3 9
1251792150 27766655 23 435 1069 6 87
3017951113 2935430510 0 36 60320 4 4
2143623041 3584172606 17 244 44162 7 188
2874798343 1146191228 23 478 22404 6 6
2861441483 3816292607 0 949 37556 6 6
1644557831 3289125461 6 299 42458 5 8
2884757288 2779224576 0 1428 14519 2 47
146765779 241367097 0 944 27990 4 4
2724417781 69125071 23 1420 4456 2 25
3716121764 1994927907 6 60 6968 1 2
2098779877 3679656776 17 143 7641 3 3
0 0 0 0 0 0 0
286171499 2945588537 23 47 36150 6 6
1912448631 2076309638 6 1581 68 3 4
2098729663 1934743784 6 1496 29734 1 30
130035473 116763982 23 399 12929 4 4
3172439612 47758 23 676 23032 2 2
3413250989 2120550282 6 1512 22975 3 32
187077457 1185032100 23 42 50044 4 4
0 0 0 0 0 0 0
3716114039 3701140800 6 60 36954 3 3
3153391854 1093706628 0 2 23043 2 3
24404 2887520718 23 112 6855 2 2
2751947735 130709975 23 216 31130 2 2
3716087879 3679771973 17 1304 15840 3 38
3716109790 2080920229 6 1494 18903 1 1
2751833732 2727741059 23 11 31431 4 8
2823844563 257493874 0 0 63122 2 2
3669923915 1027239369 6 594 2627 1 1
1723385737 818952047 6 246 21873 5 45
1733414382 3490781475 17 766 43710 7 9
2938111256 3840192254 0 1077 3159 6 17
1912592603 1942546124 6 251 20502 3 3
3516468626 1981333060 17 244 64875 5 5
2098978848 2618762324 17 1979 8506 5 5
3669821125 1991263402 6 942 11454 3 3
129200754 4025750989 0 3 9391 4 4
3716117667 3303137702 17 1432 29070 3 20
1983901869 2628847658 17 364 12164 3 12
3524826638 3558280175 6 700 10423 5 7
3721333777 1006492832 17 956 48609 3 4
101691883 1153707052 0 892 15885 2 2
3361556125 3430067331 6 1440 23976 3 5
2894278600 140909784 23 353 18222 2 2
135626658 15763226 23 108 65185 4 4
1983807313 1887950573 17 874 5432 3 4
1990989165 3679498401 6 60 4126 1 1
1912358185 1949361499 17 1107 13374 3 3
170363 1101007394 0 160 13861 2 2
1912518711 3679577137 6 1350 5266 1 1
2690990929 1087371622 23 176 12759 2 2
0 0 0 0 0 0 0
3500889003 2645282597 6 384 43313 5 5
2098854754 2041415972 17 826 16295 3 3
955 1092221430 0 0 47678 2 2
216529706 1306880801 23 370 14944 6 9
3074912092 174367772 0 1404 4793 4 45
3389711924 931831421 17 217 36256 3 5
3524876008 2590488169 17 991 42569 3 137
159475 190245156 0 357 1346 4 4
50576454 1091830976 0 118 5597 2 2
3669932395 3576407592 17 78 40006 5 5
2098832877 3679867026 17 437 58954 3 5
357560791 189020681 23 2024 29994 4 68
3603663455 3459562601 17 465 4134 7 7
2090717501 1025466377 17 140 10014 1 1
196393178 229665 23 247 11996 2 2
2740272443 131006243 0 1351 20255 4 9
2690920630 2694278603 23 1290 43780 2 107
1920746271 2538631747 6 724 10936 3 3
183185016 37539815 0 526 16674 2 2
34744 1535598662 0 0 56732 4 4
3644658663 2634126431 6 550 3009 5 5
3716104253 2076263615 6 60 44054 1 1
2817140589 128848310 0 67 9863 4 4
2115955278 2001597300 17 148 61698 3 3
236514 1181420227 23 535 6342 2 2
0 0 0 0 0 0 0
3516627851 911838844 6 75 16035 3 3
2894280619 2939970555 23 21 30377 4 5
3516489214 939397102 17 1352 7680 7 7
79728594 1267534832 23 1521 11134 6 50
2716682848 3928432645 23 1500 2394 4 20
3328686064 973272911 6 164 19505 3 3
246064761 3905339621 23 684 46600 4 4
3605355629 638229918 6 73 32525 11 14
101192668 2940713330 0 44 26229 2 2
2894119451 189088542 0 0 4645 2 2
2712488019 270327380 23 878 20164 2 2
3215875112 1091670846 0 964 63051 4 39
0 0 0 0 0 0 0
2119507499 1730274930 6 1749 18795 7 7
2098900666 3679936038 6 60 56329 1 1
1966028670 2081747596 17 140 19825 3 3
3420228805 1798064244 6 1956 3928 3 3
2722 1094013470 23 326 12137 2 2
3715895223 3444357948 17 243 29765 3 3
3557930456 3410951956 17 160 56215 5 5
2894228570 1093935180 0 1012 36038 4 4
50973906 1093778517 23 588 2594 4 4
389227166 2871820647 23 32 10061 6 8
31723250 1284053478 0 172 3343 4 9
1944245634 1929214508 6 1391 36024 3 3
0 0 0 0 0 0 0
3596330995 2340573265 6 855 33156 3 3
2890531554 2694185978 0 98 6615 2 2
3715897838 1027127512 6 62 9081 1 1
77743 2694061729 23 173 55635 2 2
840388795 1947179222 17 1278 63012 7 9
3715914601 1025486568 6 62 53343 1 1
42960 224919 0 0 25427 2 2
3715979954 2079422772 17 330 21236 3 5
1716099889 3560609300 17 325 53519 5 10
1978344895 2001479500 17 423 4718 3 4
2704808518 2799225686 23 1379 51304 4 4
3631803033 2076331003 17 122 63853 3 18
222856 248890169 0 1138 2407 4 6
1889578544 1034507051 6 33 51308 3 6
294654365 163428946 23 335 31754 4 4
20022157 200339058 0 1436 5889 4 9
3741230315 1027236877 6 111 1094 1 1
2691165044 220793862 23 176 28573 2 2
1929354113 2122054927 6 28 40413 3 3
380387919 16827 0 1224 26657 2 2
2065146557 1027182922 17 104 6800 1 1
58740045 3068614521 0 76 47577 6 11
2719056960 1122471299 23 1345 63171 4 57
2873240585 428518692 0 1594 29795 4 4
3065706450 3763872241 0 126 9301 4 4
2894102752 2742156025 0 1311 21047 6 15
2825947470 2704640699 0 1432 39791 2 26
1912343672 2076391008 17 414 10120 3 3
2124112924 1032636220 6 1507 61825 5 5
3526914617 3746093449 6 28 29487 3 3
2792052826 1191533263 0 10 36797 4 50
2894210391 482284 23 853 28374 2 30
3732895645 2086394302 6 425 24724 3 3
2094354161 1887738522 6 405 9881 5 5
3741110123 3410834871 17 323 29099 1 1
40863766 210662225 23 2 4232 2 2
1806994668 1947000189 6 1024 34444 5 6
3179166746 3105957381 0 1844 53119 4 4
138992179 3840371899 0 208 17961 4 5
2112106034 2233683925 17 207 52378 3 3
2882783520 1083777823 23 2 21804 4 4
2902816464 2954207784 23 27 22471 4 4
3741192002 903020065 6 594 27591 3 3
3315129687 2068379583 17 189 12098 5 5
2884826955 2690897830 23 0 30030 2 2
123987574 27631424 23 731 42728 6 6
3712915808 1044739697 17 1977 46537 5 5
239213 130735135 0 25 13379 2 2
3716054624 979584050 17 74 3441 1 1
585563554 3329758781 17 143 36287 5 8
389070790 182574194 0 174 5980 2 2
3165561844 1018852 23 1525 53156 4 194
3716051407 3679873666 17 60 10810 1 1
3716054474 1934815148 17 60 13820 1 1
1983714893 2076213725 6 570 60229 5 7
221030250 1150758403 23 553 28804 4 4
2038022795 2076418255 6 83 2682 1 1
2894150278 2693929863 23 248 9100 2 8
3516447225 931308848 17 943 10056 3 3
2812740656 1095256860 0 99 49709 2 2
2556890651 1000664325 6 490 6450 7 7
2740453170 31106293 23 583 23926 6 127
2883525384 1294303449 23 441 34793 8 23
0 0 0 0 0 0 0
3736638865 2645149883 6 72 1985 3 3
196419173 130674785 23 129 11101 2 2
3275168470 819043534 17 52 11489 3 3
3591187187 2343933973 6 49 34584 3 3
1305238718 4015068398 23 280 14578 2 68
1929233060 990898925 6 141 12480 3 3
2791962702 253675 23 1351 34490 2 3
3716152944 2076269535 6 63 16220 1 1
3669927137 3524339213 6 60 2498 1 1
393512114 2826672135 0 299 29107 2 2
1699649501 1919854281 6 58 32753 3 3
2873251737 179913502 0 1143 55119 4 6
3532263192 2117401554 6 64 24515 5 47
1912490968 1034528098 6 511 10849 3 3
1912485481 3524317640 6 1230 2954 3 3
1732629038 3418354109 6 97 11139 5 7
3178374525 2879419620 23 1042 37968 6 19
1216590806 15776850 23 148 6547 4 4
1920884275 1025350376 17 1419 33111 3 20
3617340078 2076560222 6 323 54345 3 3
2691032362 157727 0 264 34350 4 4
183124530 299184600 23 1445 24609 4 202
192823735 119027678 23 201 50342 4 46
130104601 182473449 23 1514 17984 2 8
2873216132 127417 0 676 7454 2 92
3567083959 3518087987 6 385 8764 3 3
216293581 3834534549 0 1495 15688 6 113
3171838325 7868 0 565 32297 2 7
3612257083 3746435261 6 850 36083 3 3
3502574464 2626810355 17 244 50773 3 3
187033804 215384520 0 151 48960 6 6
884421396 2632508172 6 146 12808 5 56
2691044910 1191647389 0 0 27670 2 2
183435 1093669865 23 122 17275 2 2
0 0 0 0 0 0 0
130058712 155324544 0 1630 31077 4 4
1758091234 3557761977 17 468 15424 5 5
2882714895 2915017530 0 659 56583 2 161
2098892336 2081158090 17 140 18600 1 1
196380982 1188892301 0 357 57661 2 2
3715015142 2509515078 17 34 54025 5 283
122723513 9421656 23 349 54527 4 4
160648518 285114630 23 7 57569 4 4
157855531 3763836645 23 1496 52492 6 9
1850573435 2637985726 6 1415 23798 5 33
3716095075 2076390667 6 1494 1529 1 1
2065055088 2076333390 17 233 14073 3 3
3114026582 3944321449 23 679 6886 6 6
3509236724 1732024962 17 1811 27060 5 24
1845266060 561763066 6 233 62202 7 58
1912518101 1025103384 6 1612 20770 3 3
1918511348 3623727040 17 204 2065 7 22
2873197701 274987368 0 799 38706 6 8
196548057 2838476277 0 610 39548 6 6
50347988 2849118909 0 2 63551 2 2
101542401 3794182687 23 1114 57745 4 4
3716023861 2080932928 6 98 5915 1 1
108569 4134846977 23 1514 21007 2 27
3780022101 2920752509 0 772 27736 2 2
1912555700 1934867548 6 1506 3842 1 1
1983733778 1934881708 17 616 60769 3 3
2861424216 258185 0 12 53136 4 5
3125739167 123281467 23 679 38687 2 6
456506 2808046778 0 176 45795 2 2
3669826287 621587455 6 679 63020 3 3
0 0 0 0 0 0 0
3417418648 3545127161 17 80 1395 1 1
1983733001 3698173295 17 339 27661 5 7
3617000715 2001536590 6 345 9147 3 3
71464319 189112268 0 813 15877 2 2
1903003831 2432846952 17 566 52101 3 3
3416392865 810162643 17 344 7807 3 89
3669982282 1994944966 6 1514 4374 1 2
58856071 1181283485 0 180 36488 2 2
3716077151 3679458340 17 1436 5711 5 1671
2754028143 4007089164 23 1033 41099 4 4
136637887 2940626486 23 1841 29226 4 16
183297692 4024412234 0 175 24533 2 2
2831214827 108411894 23 85 57285 6 6
1991071906 2103861564 6 64 15990 3 3
3716087159 2076353740 6 60 1478 1 48
3716034315 1018701229 6 1027 51062 5 5
3072334648 2693928563 0 452 19447 2 2
3658421133 1898155267 17 304 44381 3 13
194713756 2871945933 23 270 7599 8 43
53627495 4001660735 23 1926 47360 10 341
3642517431 2039969989 6 44 36844 7 7
3715930581 2081031872 6 1460 65051 1 1
2812557257 3783628495 23 368 29674 4 5
145192908 193503695 23 556 7170 6 185
0 0 0 0 0 0 0
3969762315 4018779447 23 29 22433 4 4
100699261 2694234123 23 271 33620 2 2
194478850 139021 23 437 401 4 4
211709887 262239848 0 1484 15681 6 13
3516551388 3680405403 6 1514 64922 3 3
428506175 111515560 23 421 13197 4 4
2712394302 241480309 23 1836 21617 4 38
246518176 1318649736 0 1316 39253 6 11
3133104618 1332395555 0 1459 10360 6 6
1991062056 2080920449 6 60 1410 1 49
101616897 2695663739 23 17 53516 2 2
3716057805 3524339213 6 62 28841 1 1
3975519255 236961533 23 107 4473 4 4
2747584967 1329484135 23 350 14164 4 4
1983760274 3410683532 6 756 61998 3 3
2877965089 1228114477 0 1386 15233 2 48
204448570 3122458785 0 47 31044 4 7
3716047022 3535842388 17 70 12724 1 1
3502519448 1062464481 6 70 3577 3 3
130158098 4134924078 23 968 15280 2 2
230166202 130638519 0 207 61724 2 28
3672790880 3557661184 6 74 56940 3 3
2711918053 221558613 23 1602 43836 4 6
1912401340 2063476120 17 74 6636 1 1
292381621 1331945311 0 121 56195 2 2
2791747506 2798801462 0 290 19129 6 27
3716045042 3544823341 6 60 2036 1 1
573487 1092056390 0 1428 30896 4 14
60505480 2849223017 0 267 29668 4 4
2792052781 1243783066 0 1097 54658 6 6
42798144 138122575 23 443 48253 4 6
2894096559 200728217 23 2010 9289 4 440
1912406189 3545131418 17 1514 55296 3 1280
3716095511 1994960947 17 128 4526 1 1
0 0 0 0 0 0 0
143113340 257467466 23 42 49198 2 3
0 0 0 0 0 0 0
1912372303 3410832461 6 60 14367 1 1
2894079809 3127947491 23 363 44522 2 2
2822875864 257459819 23 135 1465 4 4
3605562225 3286133328 17 399 64705 5 8
70922 4131552456 23 1784 1377 2 3
1920791287 1778679750 17 217 10850 3 3
0 0 0 0 0 0 0
9625720 2684525239 0 129 53306 4 6
1912489965 3679577012 17 80 65139 1 9
251486 3091390286 23 458 50212 2 4
3716122773 2080932549 17 217 11278 1 1
2098795320 2655742824 17 1045 35790 3 6
122689725 68995020 0 43 51687 2 2
228155110 897847 23 379 15429 2 2
3502950950 926641853 6 1054 54453 5 5
3236094748 916687484 6 1621 55593 5 7
2965421962 130779845 0 46 3854 2 2
2084853977 1019525631 17 563 29115 5 5
2889039320 1228022604 23 170 32243 4 4
2791943862 1101118514 23 1869 24470 4 4
1720701 4210818584 0 10 46211 4 8
2061229178 3320506838 17 513 13256 5 5
2015148386 2076304817 6 60 55500 1 1
2691045235 1087181186 0 43 7190 2 2
2751869506 1087314573 23 126 22680 2 2
2691045727 137920786 23 1436 14302 2 20
1912568995 2014693684 17 1675 7131 3 11
3419580527 2063592949 17 1514 62184 3 3
0 0 0 0 0 0 0
2894309640 4156849008 0 287 7450 2 2
3181237610 1323550701 23 296 14207 4 4
58807954 2824231645 0 371 56751 6 16
3716095339 3679488539 17 60 3723 1 1
321092601 2808004035 0 1402 39170 4 4
1912473113 979501063 17 66 20584 3 6
2691113536 240989120 0 1395 16909 4 71
2831378892 2694310997 0 173 57204 4 16
2098976925 3679462533 17 125 27478 1 33
1616161317 3524610362 6 55 24626 3 3
1912543260 837628378 17 568 36770 3 52
105714 1190810384 0 114 54989 2 2
3716060455 2076410022 6 60 6431 1 2
3556467219 2540197760 17 141 42268 5 9
3394182150 1027396004 6 60 59331 1 1
3085254392 2922063405 23 297 21392 8 28
2126076106 3585350086 6 1282 55737 3 3
3586665850 894747831 6 254 46036 5 5
1899453205 729920242 17 2034 54955 9 11
2061089049 2626837236 6 132 22622 3 3
3719859348 2081153476 17 126 11483 5 5
2894191431 270210700 23 30 18096 4 4
